,raw,bird,alternate_names,scientific_name
379,The green-backed eremomela (Eremomela canescens) is a member of the Cisticolidae,green-backed eremomela,,Eremomela canescens
380,"The green-backed firecrown (Sephanoides sephaniodes) is a hummingbird in the ""coquettes"", tribe Lesbiini of subfamily Lesbiinae",Green-backed Firecrown,,Sephanoides sephaniodes
381,The green-backed gerygone (Gerygone chloronota) is a species of bird in the family Acanthizidae found in northern Australia and New Guinea,Gerygone chloronota,green-backed gerygone,Gerygone chloronota
382,"The green-backed hillstar (Urochroa leucura), formerly included in the white-tailed hillstar, is a species of hummingbird in the ""brilliants"", tribe Heliantheini in subfamily Lesbiinae",green-backed hillstar,white-tailed hillstar,Urochroa leucura
383,"The green-backed honeybird (Prodotiscus zambesiae), also known as the eastern green-backed honeyguide, green-backed honeyguide and slender-billed honeyguide, is a species of bird in the family Indicatoridae",green-backed honeybird,"eastern green-backed honeyguide, green-backed honeyguide, slender-billed honeyguide",Prodotiscus zambesiae
384,The green-backed honeyeater (Glycichaera fallax) is a species of bird in the family Meliphagidae,Green-backed honeyeater,,Glycichaera fallax
385,"The green-backed kingfisher (Actenoides monachus) is a species of bird in the family Alcedinidae endemic to Indonesia, where it is restricted to north and central Sulawesi, and the islands of Manadotua and Lembeh",Green-backed Kingfisher,,Actenoides monachus
386,The green-backed robin (Pachycephalopsis hattamensis) is a species of bird in the family Petroicidae,green-backed robin,,Pachycephalopsis hattamensis
387,"The green-backed sparrow (Arremonops chloronotus) is a species of bird in the family Passerellidae that is found in Belize, northern Guatemala, western Honduras and southern Mexico",Green-backed sparrow,,Arremonops chloronotus
388,The green-backed tit (Parus monticolus) is a species of bird in the family Paridae,green-backed tit,,Parus monticolus
389,The green-backed white-eye (Zosterops xanthochroa) is a species of bird in the family Zosteropidae,green-backed white-eye,,Zosterops xanthochroa
390,The green-barred woodpecker or green-barred flicker (Colaptes melanochloros) is a species of bird in subfamily Picinae of the woodpecker family Picidae,Green-barred woodpecker,green-barred flicker,Colaptes melanochloros
391,The green-billed malkoha (Phaenicophaeus tristis) is a species of non-parasitic cuckoo found throughout Indian Subcontinent and Southeast Asia,green-billed malkoha,,Phaenicophaeus tristis
392,"The green-billed toucan (Ramphastos dicolorus), or red-breasted toucan, is a near-passerine bird in the family Ramphastidae, the toucans, toucanets, and aracaris",green-billed toucan,red-breasted toucan,Ramphastos dicolorus
393,The green-breasted bushshrike or gladiator bushshrike (Malaconotus gladiator) is a species of bird in the family Malaconotidae,Green-breasted Bushshrike,Gladiator Bushshrike,Malaconotus gladiator
394,The green-breasted mango or Prevost's mango (Anthracothorax prevostii) is a species in subfamily Polytminae of the hummingbird family Trochilidae,green-breasted mango,Prevost's mango,Anthracothorax prevostii
395,The green-breasted mountaingem or green-breasted mountain-gem (Lampornis sybillae) is a species of hummingbird in tribe Lampornithini of subfamily Trochilinae,Green-breasted Mountaingem,Green-breasted Mountain-gem,Lampornis sybillae
396,The green-breasted pitta (Pitta reichenowi) is a species of bird in the family Pittidae,Green-breasted pitta,,Pitta reichenowi
397,"The green-capped eremomela or greencap eremomela (Eremomela scotops) is a species of bird formerly placed in the ""Old World warbler"" assemblage, but now placed in the family Cisticolidae",Green-capped Eremomela,Greencap Eremomela,Eremomela scotops
398,The green-capped tanager (Stilpnia meyerdeschauenseei) is a species of bird in the family Thraupidae,green-capped tanager,,Stilpnia meyerdeschauenseei
399,"The green-cheeked parakeet (Pyrrhura molinae), known as the  green-cheeked conure in aviculture, is a species of bird in subfamily Arinae of the family Psittacidae, the African and New World parrots",green-cheeked parakeet,green-cheeked conure,Pyrrhura molinae
400,The green-chinned euphonia (Euphonia chalybea) is a species of bird in the family Fringillidae,green-chinned euphonia,,Euphonia chalybea
401,"The green-crowned brilliant (Heliodoxa jacula) is species of hummingbird in the ""brilliants"", tribe Heliantheini in subfamily Lesbiinae",Green-crowned Brilliant,,Heliodoxa jacula
402,"The green-faced parrotfinch (Erythrura viridifacies) is a species of estrildid finch found in northern Philippines, on Luzon, Mindoro, Panay, Negros and Cebu islands",Green-faced Parrotfinch,,Erythrura viridifacies
403,The green-fronted lancebill (Doryfera ludovicae) is a species of hummingbird in the family Trochilidae,Green-fronted lancebill,,Doryfera ludovicae
404,"The green-headed oriole (Oriolus chlorocephalus), or montane oriole, is a species of bird in the family Oriolidae",green-headed oriole,montane oriole,Oriolus chlorocephalus
405,"The green-headed tanager (Tangara seledon) is a brightly colored bird found in the Atlantic forest in south-eastern Brazil, far eastern Paraguay, and far north-eastern Argentina (Misiones only)",green-headed tanager,,Tangara seledon
406,"The greenish elaenia (Myiopagis viridicata) is a species of bird in the family Tyrannidae, the tyrant flycatchers",greenish elaenia,,Myiopagis viridicata
407,"The greenish puffleg (Haplophaedia aureliae) is a species of hummingbird in the ""brilliants"", tribe Heliantheini in subfamily Lesbiinae",Greenish Puffleg,,Haplophaedia aureliae
408,"The greenish schiffornis (Schiffornis virescens), also greenish mourner or greenish manakin (not to be confused with the green manakin), is a species of bird in the family Tityridae",Greenish Schiffornis,"Greenish Mourner, Greenish Manakin",Schiffornis virescens
409,The greenish tyrannulet (Phyllomyias virescens) is a species of bird in the family Tyrannidae,Greenish Tyrannulet,,Phyllomyias virescens
410,The greenish yellow finch (Sicalis olivascens) is a species of bird in the family Thraupidae,greenish yellow finch,,Sicalis olivascens
411,"The green-legged partridge (Tropicoperdix chloropus), also known as the scaly-breasted partridge or green-legged hill-partridge, is a bird species in the family Phasianidae",green-legged partridge,"scaly-breasted partridge, green-legged hill-partridge",Tropicoperdix chloropus
412,The green-naped tanager (Tangara fucosa) is a species of bird in the family Thraupidae,green-naped tanager,,Tangara fucosa
413,The green-rumped parrotlet (Forpus passerinus) is a species of parrot in the family Psittacidae that is found in northeastern South America and the Caribbean island of Trinidad,green-rumped parrotlet,,Forpus passerinus
414,"The green-tailed bristlebill (Bleda eximius) is a species of songbird in the bulbul family, Pycnonotidae",green-tailed bristlebill,,Bleda eximius
415,"The green-tailed goldenthroat (Polytmus theresiae) is a species of hummingbird in the subfamily Polytminae, the mangoes",Green-tailed Goldenthroat,,Polytmus theresiae
416,The green-tailed sunbird (Aethopyga nipalensis) or Nepal yellow-backed sunbird is a species of bird in the family Nectariniidae,green-tailed sunbird,Nepal yellow-backed sunbird,Aethopyga nipalensis
417,"The green-tailed towhee (Pipilo chlorurus) is the smallest towhee, but is still one of the larger members of the American sparrow family Passerellidae",Green-tailed Towhee,,Pipilo chlorurus
418,"The green-tailed trainbearer (Lesbia nuna) is a species of hummingbird in the ""coquettes"", tribe Lesbiini of subfamily Lesbiinae",Green-tailed Trainbearer,,Lesbia nuna
419,"The green-tailed warbler (Microligea palustris), also known as the green-tailed ground-tanager, is a species of bird of the family Phaenicophilidae, the Hispaniolan tanagers",green-tailed warbler,green-tailed ground-tanager,Microligea palustris
420,The green-throated mango (Anthracothorax viridigula) is a species of hummingbird in the subfamily Polytminae,hummingbird,green-throated mango,Anthracothorax viridigula
421,The green-throated mountaingem or green-throated mountain-gem (Lampornis viridipallens) is a species of hummingbird in tribe Lampornithini of subfamily Trochilinae,Green-throated Mountaingem,Green-throated Mountain-gem,Lampornis viridipallens
422,The green-throated sunbird (Chalcomitra rubescens) is a species of bird in the family Nectariniidae,green-throated sunbird,,Chalcomitra rubescens
423,The green-winged saltator (Saltator similis) is a species of saltator in the family Thraupidae,green-winged saltator,,Saltator similis
424,The Grenada dove  (Leptotila wellsi) is a medium-sized New World tropical dove,Grenada dove,,Leptotila wellsi
425,The Grenada flycatcher (Myiarchus nugator) is a species of bird in the family Tyrannidae,Grenada flycatcher,,Myiarchus nugator
426,The grey antbird (Cercomacra cinerascens) is a species of bird in the antbird family Thamnophilidae,Grey Antbird,,Cercomacra cinerascens
427,The grey antwren (Myrmotherula menetriesii) is a species of bird in the family Thamnophilidae,Grey Antwren,,Myrmotherula menetriesii
428,The grey apalis (Apalis cinerea) is a species of bird in the family Cisticolidae,Apalis cinerea,Grey Apalis,Apalis cinerea
429,The grey bunting (Emberiza variabilis) is a species of bird in the family Emberizidae,grey bunting,,Emberiza variabilis
430,The grey bush chat (Saxicola ferreus) is a species of passerine bird in the family Muscicapidae,Grey Bush Chat,,Saxicola ferreus
431,"The gray crow (Corvus tristis), formerly known as the bare-faced crow, is about the same size (42–45 cm in length) as the Eurasian carrion crow (Corvus corone) but has somewhat different proportions and quite atypical feather pigmentation during the juvenile phase for a member of this genus",gray crow,bare-faced crow,Corvus tristis
432,"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane,"Balearica regulorum, African crowned crane, Golden crested crane, Golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane, Crested crane",Balearica regulorum
433,The grey cuckooshrike (Ceblepyris caesius) is a species of bird in the cuckooshrike family Campephagidae,Grey Cuckooshrike,,Ceblepyris caesius
435,"The grey falcon (Falco hypoleucos) is a medium-sized falcon native to Australia, possibly the rarest",Grey Falcon,,Falco hypoleucos
436,The grey friarbird (Philemon kisserensis) is a species of bird in the family Meliphagidae,grey friarbird,,Philemon kisserensis
437,"The grey go-away-bird (Corythaixoides concolor), also known as grey lourie, grey loerie, or kwêvoël, is a bold and common bird of the southern Afrotropics",Grey Go-Away-Bird,"Grey Lourie, Grey Loerie, Kwêvoël",Corythaixoides concolor
438,"The grey goshawk (Accipiter novaehollandiae) is a strongly built, medium-sized bird of prey in the family Accipitridae that is found in eastern and northern Australia",grey goshawk,,Accipiter novaehollandiae
439,"The grey heron (Ardea cinerea) is a long-legged wading bird of the heron family, Ardeidae, native throughout temperate Europe and Asia and also parts of Africa",grey heron,,Ardea cinerea
440,The grey hypocolius[3] or simply hypocolius (Hypocolius ampelinus) is a small passerine bird species,Hypocolius ampelinus,"Grey Hypocolius, Hypocolius",Hypocolius ampelinus
441,The grey imperial pigeon (Ducula pickeringii) is a species of bird in the family Columbidae,grey imperial pigeon,,Ducula pickeringii
442,"The gray junglefowl (Gallus sonneratii), also known as Sonnerat's junglefowl, is one of the wild ancestors of the domestic chicken together with the red junglefowl and other junglefowls",gray junglefowl,"[""Sonnerats junglefowl""]",Gallus sonneratii
443,The grey kestrel (Falco ardosiaceus) is an African bird of prey belonging to the falcon family Falconidae,grey kestrel,,Falco ardosiaceus
444,The grey laughingthrush (Garrulax maesi) is a species of bird in the family Leiothrichidae,grey laughingthrush,,Garrulax maesi
445,The grey longbill (Macrosphenus concolor) is a species of Old World warbler in the family Macrosphenidae,Grey Longbill,,Macrosphenus concolor
446,The grey monjita (Nengetus cinereus) is a species of bird in the family Tyrannidae that is the only member of the genus Nengetus,grey monjita,,Nengetus cinereus
447,The grey nightjar or gray nightjar (Caprimulgus jotaka) is a species of nightjar found in East Asia,nightjar,"grey nightjar, gray nightjar",Caprimulgus jotaka
448,"The grey penduline tit (Anthoscopus caroli), also known as the African penduline-tit, is a species of bird in the family Remizidae",grey penduline tit,African penduline-tit,Anthoscopus caroli
449,"The grey petrel (Procellaria cinerea), also called the brown petrel, pediunker or grey shearwater is a species of seabird in the Procellariidae, or petrel family",grey petrel,"brown petrel, pediunker, grey shearwater",Procellaria cinerea
450,"The grey pileated finch (Coryphospingus pileatus), also known as the pileated finch, is a species of bird in the family Thraupidae, where it has recently been moved to from the Emberizidae",pileated finch,grey pileated finch,Coryphospingus pileatus
451,"The grey pratincole (Glareola cinerea) is a species of bird, in the family Glareolidae",Grey Pratincole,,Glareola cinerea
452,The grey seedeater (Sporophila intermedia) is a species of bird in the family Thraupidae,grey seedeater,,Sporophila intermedia
453,The grey sibia (Heterophasia gracilis) is a species of bird in the family Leiothrichidae,grey sibia,,Heterophasia gracilis
454,"The grey silky-flycatcher or grey silky flycatcher (Ptiliogonys cinereus), is a species of bird in the family Ptiliogonatidae",Grey Silky-Flycatcher,,Ptiliogonys cinereus
455,The grey tit-flycatcher (Myioparus plumbeus) is a species of bird in the family Muscicapidae,grey tit-flycatcher,,Myioparus plumbeus
456,"The grey treepie (Dendrocitta formosae), also known as the Himalayan treepie, is an Asian treepie, a medium-sized and long-tailed member of the crow family",Grey Treepie,Himalayan Treepie,Dendrocitta formosae
457,"The grey warbler-finch (Certhidea fusca) is a species of bird, one of Darwin's finches in the tanager family Thraupidae",Grey Warbler-Finch,,Certhidea fusca
458,The grey waxbill or black-tailed waxbill (Glaucestrilda perreini) is a common species of estrildid finch found in wetter land of Southern Africa,Grey Waxbill,Black-tailed Waxbill,Glaucestrilda perreini
459,The grey wren-warbler (Calamonastes simplex) is a species of bird in the family Cisticolidae,grey wren-warbler,,Calamonastes simplex
460,The grey-and-buff woodpecker (Hemicircus concretus) is a species of bird in the family Picidae,woodpecker,,Hemicircus concretus
461,The grey-and-gold tanager (Poecilostreptus palmeri) is a species of bird in the family Thraupidae,grey-and-gold tanager,,Poecilostreptus palmeri
462,The grey-backed camaroptera (Camaroptera brevicaudata) is a small bird in the family Cisticolidae,grey-backed camaroptera,,Camaroptera brevicaudata
463,The grey-backed fiscal (Lanius excubitoroides) is a species of bird in the family Laniidae,grey-backed fiscal,,Lanius excubitoroides
464,The grey-backed shrike (Lanius tephronotus) is a bird in the family Laniidae inhabiting South-east Asia,grey-backed shrike,,Lanius tephronotus
465,The grey-backed storm petrel (Garrodia nereis) is a species of seabird in the austral storm petrel family Oceanitidae,grey-backed storm petrel,,Garrodia nereis
466,The grey-backed tachuri (Polystictus superciliaris) is a species of bird in the family Tyrannidae,grey-backed tachuri,,Polystictus superciliaris
467,"The gray-backed tailorbird (Orthotomus derbianus) is a species of bird formerly placed in the ""Old World warbler"" assemblage, it but now placed in the family Cisticolidae",gray-backed tailorbird,Orthotomus derbianus,Old World warbler
468,The grey-backed thrush (Turdus hortulorum) is a species of bird in the family Turdidae,grey-backed thrush,,Turdus hortulorum
469,"The grey-banded mannikin (Lonchura vana), or grey-banded munia, is a species of estrildid finch known to be found in Anggi Gigi, Tamrau Mountains, and Arfak Mountains in the Vogelkop Peninsula in north-western Papua, Indonesia",Grey-banded Mannikin,Grey-banded Munia,Lonchura vana
470,The grey-bellied bulbul (Ixodia cyaniventris) is a species of songbird in the bulbul family,grey-bellied bulbul,,Ixodia cyaniventris
471,The grey-bellied comet (Taphrolesbia griseiventris) is a species of hummingbird in the family Trochilidae,hummingbird,grey-bellied comet,Taphrolesbia griseiventris
472,The grey-bellied cuckoo or the Indian plaintive cuckoo (Cacomantis passerinus) is a cuckoo with widespread occurrence throughout Asia,grey-bellied cuckoo,Indian plaintive cuckoo,Cacomantis passerinus
473,The grey-bellied flowerpiercer (Diglossa carbonaria) is a species of bird in the family Thraupidae,Grey-bellied Flowerpiercer,,Diglossa carbonaria
474,The grey-bellied hawk or grey-bellied goshawk (Accipiter poliogaster) is a fairly large and rare species of forest-dwelling South American bird of prey in the family Accipitridae,grey-bellied hawk,grey-bellied goshawk,Accipiter poliogaster
475,The grey-bellied shrike-tyrant (Agriornis micropterus) is a species of bird in the family Tyrannidae,Grey-bellied Shrike-Tyrant,,Agriornis micropterus
476,The grey-bellied spinetail (Synallaxis cinerascens) is a species of bird in the family Furnariidae,grey-bellied spinetail,,Synallaxis cinerascens
477,The grey-bellied tesia (Tesia cyaniventer) is a species of warbler in the family Cettiidae,Tesia cyaniventer,Grey-bellied Tesia,Tesia cyaniventer
478,The grey-breasted babbler (Malacopteron albogulare) is a species of bird in the family Pellorneidae,grey-breasted babbler,,Malacopteron albogulare
479,"The grey-breasted crake (Laterallus exilis) is a species of bird in subfamily Rallinae of family Rallidae, the rails, gallinules, and coots",grey-breasted crake,,Laterallus exilis
480,The grey-breasted flycatcher (Lathrotriccus griseipectus) is a species of bird in the family Tyrannidae,grey-breasted flycatcher,,Lathrotriccus griseipectus
481,The grey-breasted martin (Progne chalybea) is a large swallow from Central and South America,grey-breasted martin,,Progne chalybea
482,The grey-breasted mountain toucan (Andigena hypoglauca) is a Near Threatened species of bird in the toucan family Ramphastidae,Grey-breasted mountain toucan,,Andigena hypoglauca
483,"The grey-breasted parakeet (Pyrrhura griseipectus) is an Endangered species of bird in subfamily Arinae of the family Psittacidae, the African and New World parrots",Grey-breasted parakeet,,Pyrrhura griseipectus
484,"The grey-breasted partridge (Arborophila orientalis), also known as the white-faced hill partridge, or Horsfield's hill partridge, is a bird species in the family Phasianidae",grey-breasted partridge,"white-faced hill partridge, Horsfields hill partridge",Arborophila orientalis
485,The grey-breasted prinia or Franklin's prinia (Prinia hodgsonii) is a wren-warbler belonging to the family of small passerine birds found mainly in warmer southern regions of the Old World,Grey-breasted prinia,Franklins prinia,Prinia hodgsonii
486,"The grey-breasted sabrewing (Campylopterus largipennis) is a species of hummingbird in the ""emeralds"", tribe Trochilini of subfamily Trochilinae",grey-breasted sabrewing,,Campylopterus largipennis
487,The grey-breasted seedsnipe (Thinocorus orbignyianus) is a species of bird in the family Thinocoridae,Grey-breasted Seedsnipe,,Thinocorus orbignyianus
488,The grey-breasted spiderhunter (Arachnothera modesta) is a species of bird in the family Nectariniidae,Grey-breasted Spiderhunter,,Arachnothera modesta
489,The grey-breasted wood wren (Henicorhina leucophrys) is a species of bird in the family Troglodytidae,grey-breasted wood wren,,Henicorhina leucophrys
490,The grey-breasted woodpecker (Melanerpes hypopolius) is a species of bird in the family Picidae,grey-breasted woodpecker,,Melanerpes hypopolius
491,The grey-brown white-eye or Pohnpei white-eye (Zosterops ponapensis) is a species of bird in the family Zosteropidae,Pohnpei white-eye,grey-brown white-eye,Zosterops ponapensis
492,The grey-capped cicadabird or Melanesian cicadabird (Edolisoma remotum) is a species of bird in the family Campephagidae,Grey-capped cicadabird,Melanesian cicadabird,Edolisoma remotum
493,"The grey-capped cuckoo (Coccyzus lansbergi) is a species of bird in the tribe Phaenicophaeini, subfamily Cuculinae of the cuckoo family Cuculidae",Grey-capped cuckoo,,Coccyzus lansbergi
494,"The  grey-capped flycatcher (Myiozetetes granadensis) is a passerine bird, a member of the large tyrant flycatcher family",grey-capped flycatcher,,Myiozetetes granadensis
495,The grey-capped greenfinch or Oriental greenfinch (Chloris sinica) is a small passerine bird in the finch family Fringillidae that breeds in broadleaf and conifer woodlands of the East Palearctic,Oriental greenfinch,grey-capped greenfinch,Chloris sinica
496,The grey-capped hemispingus (Kleinothraupis reyi) is a species of bird in the family Thraupidae that is endemic to Venezuela,grey-capped hemispingus,,Kleinothraupis reyi
497,Picoides canicapillusDryobates semicoronatusDendrocopus canicapillus[1],Picoides canicapillus,"Dryobates semicoronatus, Dendrocopus canicapillus",Picoides canicapillus
498,"The grey-capped social weaver (Pseudonigrita arnaudi) is a sparrow-like liver-colored bird, with a pale grey crown, a dark grey bill, a whitish eye-ring, horn-colored legs, with some black in the wing and a light terminal band in the tail, that builds roofed nests made of straws, breeds in colonies in thorny Acacia trees, and feeds in groups gathering grass seeds and insects",Grey-capped social weaver,,Pseudonigrita arnaudi
499,The grey-capped tyrannulet (Phyllomyias griseocapilla) is a species of bird in the family Tyrannidae,grey-capped tyrannulet,,Phyllomyias griseocapilla
500,The grey-capped warbler (Eminia lepida) is a species of bird in the family Cisticolidae,grey-capped warbler,,Eminia lepida
501,"The grey-cheeked bulbul (Alophoixus tephrogenys) is a species of songbird in the bulbul family, Pycnonotidae",grey-cheeked bulbul,,Alophoixus tephrogenys
502,The grey-cheeked fulvetta or Morrison's fulvetta (Alcippe morrisonia) is a bird in the family Alcippeidae,grey-cheeked fulvetta,Morrisons fulvetta,Alcippe morrisonia
503,The grey-cheeked green pigeon (Treron griseicauda) is a species of bird in the family Columbidae,Treron griseicauda,grey-cheeked green pigeon,Treron griseicauda
504,"The grey-cheeked nunlet (Nonnula frontalis) is a species of near-passerine bird in the family Bucconidae, the puffbirds, nunlets, and nunbirds",Grey-cheeked Nunlet,"Puffbirds, Nunlets, Nunbirds",Nonnula frontalis
505,"The grey-cheeked parakeet (Brotogeris pyrrhoptera), less commonly known as fire-winged parakeet, is a Vulnerable species of bird in subfamily Arinae of the family Psittacidae, the African and New World parrots",Grey-cheeked Parakeet,Fire-winged Parakeet,Brotogeris pyrrhoptera
506,The grey-cheeked tit-babbler (Mixornis flavicollis) is a species of bird in the family Timaliidae,Grey-cheeked tit-babbler,,Mixornis flavicollis
507,The grey-chested greenlet (Hylophilus semicinereus) is a species of bird in the family Vireonidae,grey-chested greenlet,,Hylophilus semicinereus
508,The grey-chinned hermit (Phaethornis griseogularis) is a species of hummingbird in the family Trochilidae,Grey-chinned Hermit,,Phaethornis griseogularis
509,The grey-chinned minivet (Pericrocotus solaris) is a species of bird in the family Campephagidae,grey-chinned minivet,,Pericrocotus solaris
510,The grey-chinned sunbird (Anthreptes tephrolaemus) is a species of bird in the family Nectariniidae,Grey-chinned sunbird,,Anthreptes tephrolaemus
511,The grey-collared becard (Pachyramphus major) is a species of bird in the family Tityridae,Grey-collared Becard,,Pachyramphus major
512,"The grey-collared oriole (Oriolus forsteni), or Seram oriole, is a species of bird in the family Oriolidae",grey-collared oriole,Seram oriole,Oriolus forsteni
513,The grey-crested finch (Lophospingus griseocristatus) is a species of bird in the tanager family Thraupidae,grey-crested finch,,Lophospingus griseocristatus
514,"The gray-crested helmetshrike (Prionops poliolophus) is a species of bird in the Vanga family Vangidae, formerly usually included in the Malaconotidae",gray-crested helmetshrike,,Prionops poliolophus
515,The grey-crowned babbler (Pomatostomus temporalis) is a species of bird in the family Pomatostomidae,grey-crowned babbler,,Pomatostomus temporalis
516,The grey-crowned crocias (Laniellus langbianis) is a passerine bird in the family Leiothrichidae,grey-crowned crocias,,Laniellus langbianis
517,The grey-crowned flatbill or grey-crowned flycatcher (Tolmomyias poliocephalus) is a species of bird in the family Tyrannidae,grey-crowned flatbill,grey-crowned flycatcher,Tolmomyias poliocephalus
518,"The grey-crowned mannikin (Lonchura nevermanni), or grey-crowned munia,  is a species of estrildid finch of southern New Guinea",Grey-crowned mannikin,Grey-crowned munia,Lonchura nevermanni
519,The grey-crowned prinia (Prinia cinereocapilla) is a species of bird in the family Cisticolidae,grey-crowned prinia,,Prinia cinereocapilla
520,"The grey-crowned tanager or grey-crowned palm-tanager (Phaenicophilus poliocephalus) is a Near Threatened species of bird in the family Phaenicophilidae, the Hispaniolan tanagers",Grey-crowned Tanager,Grey-crowned Palm-Tanager,Phaenicophilus poliocephalus
521,The grey-crowned yellowthroat (Geothlypis poliocephala) is a species of bird in the family Parulidae,grey-crowned yellowthroat,,Geothlypis poliocephala
522,The grey-eared brushfinch or black-faced brushfinch (Atlapetes melanolaemus) is a species of bird in the family Passerellidae,brushfinch,"grey-eared brushfinch, black-faced brushfinch",Atlapetes melanolaemus
523,"The grey-eared honeyeater (Lichmera incana), also known as the dark-brown honeyeater, is a passerine bird of the honeyeater family which is found in Vanuatu and New Caledonia in the south-west Pacific",grey-eared honeyeater,dark-brown honeyeater,Lichmera incana
524,"The grey-eyed bulbul (Iole propinqua) is a species of songbird in the bulbul family, Pycnonotidae",grey-eyed bulbul,,Iole propinqua
525,The grey-eyed greenlet (Hylophilus amaurocephalus) is a species of bird in the family Vireonidae,greenlet,,Hylophilus amaurocephalus
526,The grey-faced buzzard (Butastur indicus) is an Asian bird of prey,grey-faced buzzard,,Butastur indicus
527,The grey-faced petrel (Pterodroma gouldi) is a petrel endemic to the North Island of New Zealand,grey-faced petrel,,Pterodroma gouldi
528,The grey-faced tit-babbler (Mixornis kelleyi) is a species of bird in the family Timaliidae,Grey-faced tit-babbler,,Mixornis kelleyi
529,The grey-flanked cinclodes (Cinclodes oustaleti) is a species of bird in the family Furnariidae,grey-flanked cinclodes,,Cinclodes oustaleti
530,The grey-fronted dove (Leptotila rufaxilla) is a large New World tropical dove,grey-fronted dove,,Leptotila rufaxilla
531,The grey-fronted green pigeon (Treron affinis) is a pigeon in the genus Treron,grey-fronted green pigeon,,Treron affinis
532,The grey-fronted honeyeater (Ptilotula plumula) is a species of bird in the family Meliphagidae,grey-fronted honeyeater,,Ptilotula plumula
533,The grey-fronted quail-dove (Geotrygon caniceps) is a species of bird in the family Columbidae,grey-fronted quail-dove,,Geotrygon caniceps
534,The grey-green fruit dove (Ptilinopus purpuratus) is a species of bird in the family Columbidae,Grey-green Fruit Dove,,Ptilinopus purpuratus
535,The grey-green scrubwren (Aethomyias arfakianus) is a species of bird in the family Acanthizidae,scrubwren,,Aethomyias arfakianus
536,The grey-headed babbler (Stachyris poliocephala) is a species of bird in the family Timaliidae,grey-headed babbler,,Stachyris poliocephala
537,"The grey-headed batis (Batis orientalis) is a species of bird in the wattle-eyes family,  Platysteiridae, it was previously classified with the Old World flycatchers in the  family Muscicapidae",Grey-headed Batis,,Batis orientalis
538,"The grey-headed bristlebill (Bleda canicapillus) is a species of songbird in the bulbul family, Pycnonotidae",grey-headed bristlebill,,Bleda canicapillus
539,The grey-headed broadbill (Smithornis sharpei) is a species of bird in the family Calyptomenidae,grey-headed broadbill,,Smithornis sharpei
540,"The grey-headed bulbul (Brachypodius priocephalus) is a member of the bulbul family, Pycnonotidae",grey-headed bulbul,,Brachypodius priocephalus
541,The grey-headed bullfinch (Pyrrhula erythaca) is a species of finch in the family Fringillidae,grey-headed bullfinch,,Pyrrhula erythaca
542,"The grey-headed bushshrike (Malaconotus blanchoti), colloquially known as the ghostbird,[2] is a species of passerine bird in the family Malaconotidae",grey-headed bushshrike,ghostbird,Malaconotus blanchoti
543,"The grey-headed chachalaca (Ortalis cinereiceps) is a member of an ancient group of birds of the family Cracidae, which includes chachalacas, guans, and curassows",grey-headed chachalaca,"chachalacas, guans, curassows",Ortalis cinereiceps
544,The grey-headed dove (Leptotila plumbeiceps) is a large New World dove,grey-headed dove,,Leptotila plumbeiceps
545,The grey-headed fish eagle (Haliaeetus ichthyaetus) is a fish-eating bird of prey from South East Asia,Grey-headed Fish Eagle,,Haliaeetus ichthyaetus
546,The grey-headed fruit dove (Ptilinopus hyogastrus) is a species of bird in the family Columbidae,Grey-headed fruit dove,,Ptilinopus hyogastrus
547,"The grey-headed goshawk (Accipiter poliocephalus) is a lightly built, medium-sized bird of prey in the family Accipitridae",grey-headed goshawk,,Accipiter poliocephalus
548,"The grey-headed greenbul (Phyllastrephus poliocephalus), or grey-headed yellow-bellied greenbul, is a species of songbird in the bulbul family, Pycnonotidae",Grey-headed Greenbul,Grey-headed Yellow-bellied Greenbul,Phyllastrephus poliocephalus
549,The grey-headed imperial pigeon (Ducula radiata) is a species of bird in the family Columbidae,imperial pigeon,,Ducula radiata
550,"The grey-headed kingfisher (Halcyon leucocephala) is a species of kingfisher that has a wide distribution from the Cape Verde Islands off the north-west coast of Africa to Mauritania, Senegal and Gambia, east to Ethiopia, Somalia and southern Arabia and south to South Africa",Grey-headed Kingfisher,,Halcyon leucocephala
551,The gray-headed lovebird or Madagascar lovebird (Agapornis canus) is a small species of parrot of the lovebird genus,lovebird,"gray-headed lovebird, Madagascar lovebird",Agapornis canus
552,"The grey-headed mannikin or grey-headed munia (Lonchura caniceps) is a species of estrildid finch, native to the Papuan Peninsula",grey-headed mannikin,grey-headed munia,Lonchura caniceps
553,The grey-headed nigrita (Nigrita canicapillus) is a common species of estrildid finch found in Africa,Grey-headed Nigrita,,Nigrita canicapillus
554,"The grey-headed oliveback (Delacourella capistrata), also known as the white-cheeked oliveback, is a common species of estrildid finch found in Africa",grey-headed oliveback,white-cheeked oliveback,Delacourella capistrata
555,The grey-headed parakeet (Psittacula finschii) is closely related to the slaty-headed parakeet which together form a super-species,Grey-headed parakeet,Slaty-headed parakeet,Psittacula finschii
